[
  { time: 192, lane: 1 }
  { time: 21360, lane: 2 }
  { time: 21480, lane: 1 }
  { time: 23232, lane: 0 }
  { time: 23232, lane: 1 }
  { time: 23416, lane: 1 }
  { time: 23416, lane: 2 }
  { time: 23608, lane: 1 }
  { time: 23768, lane: 3 }
  { time: 24024, lane: 3 }
  { time: 24096, lane: 1 }
  { time: 24352, lane: 0 }
  { time: 24352, lane: 1 }
  { time: 24576, lane: 2 }
  { time: 24856, lane: 0 }
  { time: 24944, lane: 0 }
  { time: 24944, lane: 1 }
  { time: 25104, lane: 2 }
  { time: 25236, lane: 3 }
  { time: 25524, lane: 0 }
  { time: 26580, lane: 0 }
  { time: 27408, lane: 1 }
  { time: 27408, lane: 2 }
  { time: 27588, lane: 0 }
  { time: 27808, lane: 0 }
  { time: 28408, lane: 0 }
  { time: 28936, lane: 3 }
  { time: 30128, lane: 2 }
  { time: 30696, lane: 2 }
  { time: 30696, lane: 3 }
  { time: 31288, lane: 3 }
  { time: 32032, lane: 0 }
  { time: 32240, lane: 1 }
  { time: 32448, lane: 1 }
  { time: 32448, lane: 2 }
  { time: 32832, lane: 1 }
  { time: 33036, lane: 2 }
  { time: 33420, lane: 2 }
  { time: 33492, lane: 1 }
  { time: 33600, lane: 3 }
  { time: 33996, lane: 2 }
  { time: 34176, lane: 0 }
  { time: 34380, lane: 1 }
  { time: 34584, lane: 3 }
  { time: 34752, lane: 3 }
  { time: 35172, lane: 3 }
  { time: 35664, lane: 0 }
  { time: 35808, lane: 0 }
  { time: 35880, lane: 1 }
  { time: 35880, lane: 2 }
  { time: 36608, lane: 0 }
  { time: 36608, lane: 1 }
  { time: 36816, lane: 2 }
  { time: 37020, lane: 3 }
  { time: 37404, lane: 2 }
  { time: 37632, lane: 1 }
  { time: 37840, lane: 1 }
  { time: 38028, lane: 0 }
  { time: 38136, lane: 1 }
  { time: 38136, lane: 3 }
  { time: 38688, lane: 1 }
  { time: 38688, lane: 2 }
  { time: 38808, lane: 3 }
  { time: 39168, lane: 3 }
  { time: 39360, lane: 0 }
  { time: 39360, lane: 1 }
  { time: 39732, lane: 0 }
  { time: 39924, lane: 1 }
  { time: 39924, lane: 2 }
  { time: 40152, lane: 1 }
  { time: 40404, lane: 2 }
  { time: 40404, lane: 3 }
  { time: 41208, lane: 0 }
  { time: 41208, lane: 1 }
  { time: 41280, lane: 2 }
  { time: 41616, lane: 2 }
  { time: 41616, lane: 3 }
  { time: 42072, lane: 2 }
  { time: 42240, lane: 3 }
  { time: 42324, lane: 3 }
  { time: 42468, lane: 0 }
  { time: 42468, lane: 1 }
  { time: 42804, lane: 1 }
  { time: 42804, lane: 3 }
  { time: 43344, lane: 3 }
  { time: 43560, lane: 1 }
  { time: 43728, lane: 2 }
  { time: 43728, lane: 3 }
  { time: 44124, lane: 1 }
  { time: 44124, lane: 2 }
  { time: 44292, lane: 1 }
  { time: 44460, lane: 3 }
  { time: 44664, lane: 2 }
  { time: 44892, lane: 0 }
  { time: 45072, lane: 0 }
  { time: 45072, lane: 1 }
  { time: 45704, lane: 0 }
  { time: 45888, lane: 0 }
  { time: 45888, lane: 1 }
  { time: 46056, lane: 1 }
  { time: 46056, lane: 3 }
  { time: 46224, lane: 3 }
  { time: 47292, lane: 3 }
  { time: 47448, lane: 3 }
  { time: 48624, lane: 2 }
  { time: 48944, lane: 3 }
  { time: 49064, lane: 0 }
  { time: 49064, lane: 1 }
  { time: 50856, lane: 0 }
  { time: 50856, lane: 1 }
  { time: 51072, lane: 3 }
  { time: 51216, lane: 1 }
  { time: 51288, lane: 0 }
  { time: 51576, lane: 0 }
  { time: 51672, lane: 2 }
  { time: 51864, lane: 1 }
  { time: 51864, lane: 3 }
  { time: 52944, lane: 2 }
  { time: 53048, lane: 2 }
  { time: 53144, lane: 3 }
  { time: 53376, lane: 0 }
  { time: 53496, lane: 0 }
  { time: 53496, lane: 2 }
  { time: 53664, lane: 3 }
  { time: 55424, lane: 2 }
  { time: 55504, lane: 2 }
  { time: 55616, lane: 2 }
  { time: 55824, lane: 1 }
  { time: 56008, lane: 0 }
  { time: 56216, lane: 0 }
  { time: 56408, lane: 1 }
  { time: 56528, lane: 1 }
  { time: 56528, lane: 2 }
  { time: 56624, lane: 2 }
  { time: 56832, lane: 2 }
  { time: 57368, lane: 1 }
  { time: 57368, lane: 2 }
  { time: 57616, lane: 0 }
  { time: 57736, lane: 3 }
  { time: 58072, lane: 1 }
  { time: 58128, lane: 0 }
  { time: 58208, lane: 1 }
  { time: 58328, lane: 1 }
  { time: 60088, lane: 3 }
  { time: 60296, lane: 3 }
  { time: 60472, lane: 1 }
  { time: 60472, lane: 2 }
  { time: 60880, lane: 3 }
  { time: 61168, lane: 2 }
  { time: 61776, lane: 3 }
  { time: 61992, lane: 2 }
  { time: 62392, lane: 1 }
  { time: 62392, lane: 2 }
  { time: 62616, lane: 0 }
  { time: 62720, lane: 0 }
  { time: 62816, lane: 2 }
  { time: 62920, lane: 2 }
  { time: 63032, lane: 3 }
  { time: 64640, lane: 2 }
  { time: 64640, lane: 3 }
  { time: 64832, lane: 3 }
  { time: 65072, lane: 1 }
  { time: 65232, lane: 1 }
  { time: 65232, lane: 2 }
  { time: 65376, lane: 0 }
  { time: 65472, lane: 0 }
  { time: 65832, lane: 1 }
  { time: 65832, lane: 3 }
  { time: 66400, lane: 2 }
  { time: 66488, lane: 3 }
  { time: 66624, lane: 3 }
  { time: 66976, lane: 3 }
  { time: 68144, lane: 3 }
  { time: 68936, lane: 1 }
  { time: 68936, lane: 2 }
  { time: 69116, lane: 0 }
  { time: 69260, lane: 0 }
  { time: 69856, lane: 0 }
  { time: 70400, lane: 3 }
  { time: 71584, lane: 2 }
  { time: 72136, lane: 2 }
  { time: 72136, lane: 3 }
  { time: 72768, lane: 3 }
  { time: 73504, lane: 0 }
  { time: 73696, lane: 1 }
  { time: 73920, lane: 1 }
  { time: 73920, lane: 2 }
  { time: 74280, lane: 1 }
  { time: 74496, lane: 2 }
  { time: 74880, lane: 2 }
  { time: 74952, lane: 1 }
  { time: 75060, lane: 3 }
  { time: 75392, lane: 2 }
  { time: 75600, lane: 0 }
  { time: 75744, lane: 1 }
  { time: 76000, lane: 3 }
  { time: 76168, lane: 3 }
  { time: 76588, lane: 3 }
  { time: 77072, lane: 0 }
  { time: 77216, lane: 0 }
  { time: 77288, lane: 1 }
  { time: 77288, lane: 2 }
  { time: 78120, lane: 0 }
  { time: 78120, lane: 1 }
  { time: 78348, lane: 2 }
  { time: 78552, lane: 3 }
  { time: 78880, lane: 2 }
  { time: 79092, lane: 1 }
  { time: 79284, lane: 1 }
  { time: 79488, lane: 0 }
  { time: 79632, lane: 1 }
  { time: 79632, lane: 3 }
  { time: 80152, lane: 1 }
  { time: 80152, lane: 2 }
  { time: 80272, lane: 3 }
  { time: 80632, lane: 3 }
  { time: 80856, lane: 0 }
  { time: 80856, lane: 1 }
  { time: 81224, lane: 0 }
  { time: 81408, lane: 1 }
  { time: 81408, lane: 2 }
  { time: 81636, lane: 1 }
  { time: 81904, lane: 2 }
  { time: 81904, lane: 3 }
  { time: 82672, lane: 0 }
  { time: 82672, lane: 1 }
  { time: 82744, lane: 2 }
  { time: 83040, lane: 2 }
  { time: 83040, lane: 3 }
  { time: 83504, lane: 2 }
  { time: 83744, lane: 3 }
  { time: 83828, lane: 3 }
  { time: 83904, lane: 0 }
  { time: 83904, lane: 1 }
  { time: 84240, lane: 1 }
  { time: 84240, lane: 3 }
  { time: 84840, lane: 3 }
  { time: 85056, lane: 1 }
  { time: 85224, lane: 2 }
  { time: 85224, lane: 3 }
  { time: 85620, lane: 1 }
  { time: 85620, lane: 2 }
  { time: 85788, lane: 1 }
  { time: 85956, lane: 3 }
  { time: 86160, lane: 2 }
  { time: 86388, lane: 0 }
  { time: 86568, lane: 0 }
  { time: 86568, lane: 1 }
  { time: 87180, lane: 0 }
  { time: 87384, lane: 0 }
  { time: 87384, lane: 1 }
  { time: 87552, lane: 1 }
  { time: 87552, lane: 3 }
  { time: 87720, lane: 3 }
  { time: 88728, lane: 3 }
  { time: 88912, lane: 3 }
  { time: 90104, lane: 0 }
  { time: 91776, lane: 3 }
  { time: 92096, lane: 2 }
  { time: 92360, lane: 1 }
  { time: 94656, lane: 0 }
  { time: 96320, lane: 3 }
  { time: 96640, lane: 2 }
  { time: 96904, lane: 1 }
  { time: 97600, lane: 0 }
  { time: 97600, lane: 1 }
  { time: 98200, lane: 2 }
  { time: 98200, lane: 3 }
  { time: 98864, lane: 0 }
  { time: 99060, lane: 1 }
  { time: 99296, lane: 1 }
  { time: 99296, lane: 2 }
  { time: 99640, lane: 1 }
  { time: 99872, lane: 2 }
  { time: 100256, lane: 2 }
  { time: 100328, lane: 1 }
  { time: 100436, lane: 3 }
  { time: 100768, lane: 2 }
  { time: 100976, lane: 0 }
  { time: 101120, lane: 1 }
  { time: 101376, lane: 3 }
  { time: 101544, lane: 3 }
  { time: 101964, lane: 3 }
  { time: 102448, lane: 0 }
  { time: 102592, lane: 0 }
  { time: 102664, lane: 1 }
  { time: 102664, lane: 2 }
  { time: 103476, lane: 0 }
  { time: 103476, lane: 1 }
  { time: 103704, lane: 2 }
  { time: 103908, lane: 3 }
  { time: 104220, lane: 2 }
  { time: 104448, lane: 1 }
  { time: 104640, lane: 1 }
  { time: 104844, lane: 0 }
  { time: 104984, lane: 1 }
  { time: 104984, lane: 3 }
  { time: 105508, lane: 1 }
  { time: 105508, lane: 2 }
  { time: 105628, lane: 3 }
  { time: 105988, lane: 3 }
  { time: 106212, lane: 0 }
  { time: 106212, lane: 1 }
  { time: 106580, lane: 0 }
  { time: 106764, lane: 1 }
  { time: 106764, lane: 2 }
  { time: 106992, lane: 1 }
  { time: 107260, lane: 2 }
  { time: 107260, lane: 3 }
  { time: 108028, lane: 0 }
  { time: 108028, lane: 1 }
  { time: 108100, lane: 2 }
  { time: 108424, lane: 2 }
  { time: 108424, lane: 3 }
  { time: 108860, lane: 2 }
  { time: 109100, lane: 3 }
  { time: 109184, lane: 3 }
  { time: 109260, lane: 0 }
  { time: 109260, lane: 1 }
  { time: 109596, lane: 1 }
  { time: 109596, lane: 3 }
  { time: 110196, lane: 3 }
  { time: 110412, lane: 1 }
  { time: 110580, lane: 2 }
  { time: 110580, lane: 3 }
  { time: 110976, lane: 1 }
  { time: 110976, lane: 2 }
  { time: 111144, lane: 1 }
  { time: 111312, lane: 3 }
  { time: 111516, lane: 2 }
  { time: 111744, lane: 0 }
  { time: 111924, lane: 0 }
  { time: 111924, lane: 1 }
  { time: 112536, lane: 0 }
  { time: 112740, lane: 0 }
  { time: 112740, lane: 1 }
  { time: 112908, lane: 1 }
  { time: 112908, lane: 3 }
  { time: 113096, lane: 3 }
  { time: 114080, lane: 3 }
  { time: 114264, lane: 3 }
  { time: 115416, lane: 2 }
  { time: 115752, lane: 3 }
  { time: 115888, lane: 0 }
  { time: 115888, lane: 1 }
  { time: 117216, lane: 0 }
  { time: 117216, lane: 1 }
  { time: 118448, lane: 1 }
  { time: 118448, lane: 2 }
  { time: 119832, lane: 0 }
  { time: 119832, lane: 2 }
  { time: 120464, lane: 1 }
  { time: 120464, lane: 3 }
  { time: 121096, lane: 0 }
  { time: 121096, lane: 3 }
  { time: 121712, lane: 0 }
  { time: 122336, lane: 2 }
  { time: 122336, lane: 3 }
  { time: 123736, lane: 1 }
  { time: 123768, lane: 0 }
]
