[
  { time: 17280, lane: 2 }
  { time: 110879, lane: 3 }
  { time: 113279, lane: 1 }
  { time: 113999, lane: 0 }
  { time: 114719, lane: 2 }
  { time: 117119, lane: 2 }
  { time: 117839, lane: 1 }
  { time: 118559, lane: 3 }
  { time: 120959, lane: 3 }
  { time: 121679, lane: 2 }
  { time: 124799, lane: 2 }
  { time: 125519, lane: 1 }
  { time: 126239, lane: 3 }
  { time: 128639, lane: 1 }
  { time: 129359, lane: 0 }
  { time: 130079, lane: 2 }
  { time: 132479, lane: 2 }
  { time: 133199, lane: 1 }
  { time: 133919, lane: 3 }
  { time: 136319, lane: 3 }
  { time: 137039, lane: 2 }
  { time: 143999, lane: 2 }
  { time: 144719, lane: 1 }
  { time: 145439, lane: 3 }
  { time: 147839, lane: 1 }
  { time: 148559, lane: 0 }
  { time: 149279, lane: 2 }
  { time: 151679, lane: 2 }
  { time: 152399, lane: 1 }
  { time: 153119, lane: 3 }
  { time: 155519, lane: 3 }
  { time: 156239, lane: 2 }
  { time: 159359, lane: 2 }
  { time: 160079, lane: 1 }
  { time: 160799, lane: 3 }
  { time: 163199, lane: 1 }
  { time: 163919, lane: 0 }
  { time: 164639, lane: 2 }
  { time: 167039, lane: 2 }
  { time: 167759, lane: 1 }
  { time: 168479, lane: 3 }
  { time: 170879, lane: 3 }
  { time: 171599, lane: 2 }
]
